wolfCount,wolfEnergy,wolfRepro,wolfFatigue,grassCount,grassEnergy,grassRepro,grassFatigue,rabbitCount,rabbitEnergy,rabbitRepro,rabbitFatigue
90,268.8,590.9,14.6,798,325.1,127.3,4.4,180,92.0,185.5,6.1
90,268.8,590.9,14.6,786,330.9,127.5,4.4,180,89.8,185.5,6.1
89,266.3,590.9,14.6,783,333.3,127.7,4.4,190,84.3,185.5,6.1
90,261.6,590.9,14.6,773,339.0,127.9,4.5,191,81.9,185.4,6.2
86,268.0,590.9,14.6,786,337.9,128.1,4.5,198,74.1,185.3,6.2
84,272.6,590.9,14.5,774,346.1,128.2,4.5,192,77.6,185.3,6.2
80,286.6,590.9,14.6,778,347.3,128.2,4.5,186,77.7,185.2,6.3
80,284.6,590.9,14.6,773,351.7,128.0,4.5,185,79.0,185.1,6.3
78,298.7,590.9,14.5,786,350.0,128.0,4.5,170,71.8,184.9,6.4
81,282.1,590.9,14.6,776,355.5,128.1,4.5,162,78.3,184.9,6.4
79,287.2,590.9,14.6,774,357.9,128.3,4.6,154,85.5,184.9,6.4
79,288.6,590.9,14.6,780,361.0,128.6,4.6,148,74.6,184.7,6.4
75,299.6,590.8,14.6,780,363.3,128.5,4.6,147,79.6,184.5,6.4
76,294.6,590.8,14.6,761,374.3,128.6,4.6,140,91.0,184.5,6.4
74,297.8,590.7,14.5,755,377.2,128.4,4.6,144,99.6,184.3,6.4
74,299.4,590.7,14.5,731,387.4,128.2,4.7,155,93.8,184.0,6.4
73,302.9,590.7,14.5,705,399.2,128.4,4.7,169,92.0,183.9,6.4
71,319.5,590.7,14.5,671,411.4,128.5,4.7,166,103.3,183.9,6.3
75,303.2,590.5,14.4,646,416.0,128.5,4.7,177,105.0,183.7,6.3
75,309.9,590.6,14.4,636,419.9,128.6,4.6,185,93.3,183.6,6.2
75,316.3,590.5,14.4,616,423.0,128.1,4.7,183,96.9,183.6,6.2
71,334.6,590.5,14.4,601,428.0,128.0,4.6,190,97.3,183.7,6.1
75,318.5,590.4,14.4,580,436.3,128.0,4.6,191,95.8,183.6,6.2
76,333.8,590.4,14.4,557,445.3,127.9,4.6,183,92.7,183.6,6.1
79,326.0,590.3,14.4,551,439.1,128.0,4.5,179,91.5,183.6,6.1
80,324.7,590.3,14.4,530,448.1,127.9,4.5,185,86.1,183.4,6.1
85,301.3,590.2,14.3,504,455.0,127.6,4.4,184,100.3,183.1,6.1
84,307.1,590.2,14.3,476,471.0,127.6,4.2,183,96.4,183.0,6.1
81,322.1,590.2,14.3,485,458.2,127.6,4.1,175,92.1,183.1,6.1
83,313.1,590.2,14.3,476,457.3,127.2,4.0,167,96.3,183.0,6.1
84,310.5,590.1,14.3,475,455.2,127.0,3.9,160,87.7,183.1,6.1
85,298.1,590.1,14.3,463,462.9,126.7,3.9,161,86.9,183.1,6.1
86,291.9,590.1,14.3,463,454.6,126.8,3.8,158,88.0,183.3,6.1
88,279.8,590.1,14.2,443,468.2,127.4,3.7,149,98.4,183.4,6.1
88,279.1,590.1,14.2,434,469.3,127.4,3.6,146,97.2,183.5,6.1
91,268.4,590.1,14.2,434,465.5,127.5,3.6,133,98.1,183.7,6.1
93,260.1,590.1,14.3,441,463.9,127.5,3.6,115,85.4,183.8,6.1
92,261.8,590.1,14.3,449,459.1,127.6,3.7,100,79.3,183.7,6.2
92,256.9,590.1,14.3,465,446.7,127.5,3.7,84,85.5,183.6,6.2
91,255.4,590.2,14.3,482,436.0,127.5,3.7,71,82.3,183.7,6.2
90,252.2,590.1,14.3,496,430.6,127.4,3.7,70,71.3,183.8,6.4
88,250.7,590.0,14.3,511,423.3,127.1,3.8,64,72.2,183.8,6.4
85,251.5,590.0,14.3,514,424.5,126.9,3.9,62,83.7,183.7,6.5
84,253.0,590.0,14.3,526,422.0,126.9,3.9,47,80.3,183.9,6.5
83,245.6,590.0,14.3,546,413.8,126.8,4.0,48,85.6,183.9,6.7
81,245.4,590.1,14.3,559,408.6,126.6,4.1,45,105.2,184.0,6.8
76,256.3,590.1,14.4,581,399.7,126.7,4.1,41,116.9,184.1,7.1
72,261.6,590.1,14.4,586,401.3,126.3,4.0,45,111.0,184.5,7.4
68,271.6,590.1,14.4,583,405.4,126.3,4.1,47,124.7,184.6,7.7
66,276.4,590.2,14.4,592,401.4,126.3,4.1,54,107.1,184.6,7.9
64,278.4,590.2,14.4,581,407.3,126.1,4.1,59,130.8,184.6,8.0
63,277.2,590.2,14.4,579,402.9,125.7,4.2,67,152.5,184.8,8.0
62,277.3,590.2,14.5,569,406.7,125.3,4.1,81,132.2,184.8,8.0
62,278.7,590.3,14.5,559,391.2,125.3,4.2,83,193.0,184.7,7.9
63,275.3,590.3,14.5,556,390.7,125.2,4.2,88,153.4,184.5,7.8
63,282.4,590.3,14.4,548,392.6,124.9,4.2,97,114.8,184.5,7.8
65,277.7,590.5,14.5,537,391.9,124.5,4.2,95,122.3,184.4,7.7
64,298.8,590.6,14.5,546,385.7,124.4,4.2,86,107.5,184.3,7.7
68,280.3,590.6,14.5,552,377.4,124.3,4.3,82,125.6,184.3,7.7
69,272.0,590.7,14.5,559,363.8,124.0,4.3,71,161.5,184.2,7.7
69,270.6,590.7,14.5,579,351.5,124.0,4.3,57,212.4,184.2,7.9
69,308.9,590.8,14.5,599,346.9,123.8,4.2,50,100.1,184.2,8.0
68,308.9,590.8,14.5,615,335.3,123.7,4.3,44,164.6,184.1,8.1
68,304.4,590.8,14.5,641,321.9,123.6,4.3,39,219.4,184.0,8.0
65,313.3,590.9,14.5,662,317.6,123.5,4.3,31,289.1,183.5,7.9
63,317.1,591.0,14.6,684,316.2,123.8,4.4,28,267.0,183.5,8.0
63,316.7,591.0,14.6,703,314.0,123.7,4.4,25,246.7,183.1,7.7
61,340.3,591.2,14.6,726,307.2,123.6,4.4,24,116.0,183.2,7.7
63,324.6,591.2,14.6,748,303.7,123.8,4.5,19,152.7,183.5,7.7
64,321.3,591.3,14.6,775,301.8,123.7,4.5,13,97.7,183.5,7.3
63,325.9,591.2,14.7,799,301.3,123.7,4.5,7,51.4,183.7,7.8
63,317.5,591.2,14.7,832,300.2,123.8,4.6,4,26.0,184.0,7.5
63,308.7,591.2,14.7,859,301.2,123.8,4.6,3,25.3,183.6,7.4
63,300.4,591.2,14.7,891,300.8,123.8,4.6,2,28.8,183.2,7.8
61,302.9,591.2,14.7,921,301.6,123.8,4.6,2,21.0,183.2,7.8
60,300.7,591.2,14.7,953,301.8,123.9,4.6,2,13.3,183.2,7.8
59,299.2,591.2,14.8,975,305.4,123.9,4.7,1,11.8,182.5,7.2
57,303.0,591.2,14.8,1009,305.5,123.9,4.7,1,4.6,182.5,7.2
56,302.6,591.2,14.8,1034,308.5,123.8,4.7,0,,,
