wolfCount,wolfEnergy,wolfRepro,wolfFatigue,grassCount,grassEnergy,grassRepro,grassFatigue,rabbitCount,rabbitEnergy,rabbitRepro,rabbitFatigue
20,290.3,592.1,15.0,106,96.3,127.3,2.2,50,89.1,174.4,6.1
20,289.7,592.1,15.0,100,103.7,127.3,2.2,50,87.3,174.4,6.0
20,302.7,592.1,15.0,108,101.3,127.8,2.4,43,88.1,174.3,5.9
19,317.6,592.1,15.0,115,100.1,126.8,2.6,43,89.8,174.1,5.9
21,291.6,592.1,14.9,125,101.5,125.9,2.5,35,100.1,174.5,5.8
21,284.7,592.1,14.9,145,98.2,126.2,2.6,36,94.5,174.1,5.7
22,262.3,592.0,14.9,156,99.3,126.0,2.7,36,98.0,174.2,5.7
22,262.9,592.0,14.9,169,102.7,126.3,2.7,34,87.2,174.5,5.6
22,258.4,592.0,14.9,176,105.4,125.9,2.7,35,96.7,174.5,5.7
22,257.9,592.0,14.9,195,101.8,125.7,2.9,33,106.1,174.4,5.6
20,288.6,592.0,15.0,212,104.8,126.3,2.9,32,91.2,174.0,5.5
19,298.8,592.0,14.9,235,103.4,126.6,3.0,36,84.7,174.1,5.6
19,305.4,592.0,14.9,258,103.0,126.1,3.2,31,90.3,174.1,5.7
19,297.6,592.0,14.9,269,106.0,125.9,3.3,33,93.3,174.2,5.6
19,295.1,592.0,14.9,305,104.8,125.9,3.4,36,80.8,174.1,5.7
19,286.5,592.0,14.9,325,107.1,125.8,3.4,38,95.2,173.9,5.7
19,277.3,592.0,14.9,340,110.6,125.8,3.5,45,86.3,173.7,5.7
19,280.4,592.0,14.9,354,112.8,126.2,3.5,48,89.2,173.9,5.7
20,263.1,592.1,14.9,357,115.8,125.2,3.8,48,102.4,173.8,5.6
19,288.7,591.9,14.9,365,120.2,125.0,3.9,50,92.9,174.2,5.7
19,291.2,591.9,14.9,370,125.9,124.8,4.0,50,93.6,173.8,5.7
19,288.4,591.9,14.9,386,130.4,125.1,4.0,51,93.5,173.4,5.7
19,285.0,591.9,14.9,396,135.0,124.9,4.1,52,98.2,173.5,5.7
19,287.3,591.9,15.0,399,141.3,124.9,4.2,52,98.1,173.6,5.6
18,304.5,592.0,15.0,402,146.7,124.7,4.2,56,97.1,173.2,5.5
18,303.8,592.0,15.0,417,148.2,124.6,4.3,58,104.2,172.9,5.5
18,320.2,592.0,15.0,421,153.8,124.4,4.3,61,94.4,172.8,5.5
19,302.5,592.1,15.1,421,160.5,124.1,4.4,60,100.0,172.7,5.5
19,318.3,592.1,15.1,436,162.0,124.2,4.4,60,100.2,172.8,5.5
19,322.2,592.1,15.1,434,166.9,124.0,4.4,62,108.6,172.6,5.5
19,326.2,592.1,15.1,429,172.0,124.0,4.4,69,107.7,172.6,5.5
20,299.9,592.0,15.0,430,174.7,123.9,4.5,81,102.0,172.4,5.6
20,320.4,592.0,15.0,424,177.1,123.7,4.5,86,101.1,172.3,5.6
22,275.0,592.0,15.1,419,180.7,123.7,4.6,92,109.1,172.1,5.6
22,290.5,592.0,15.1,419,182.9,123.4,4.6,95,107.6,171.9,5.6
22,296.1,592.0,15.1,407,186.9,123.3,4.6,103,110.4,171.8,5.7
22,322.9,592.0,15.1,396,188.0,123.0,4.7,110,104.9,171.4,5.7
23,330.5,592.0,15.1,379,189.0,123.0,4.7,113,111.5,171.1,5.6
26,301.1,591.9,15.1,369,186.7,122.5,4.7,122,108.3,170.7,5.7
25,333.6,591.9,15.1,357,185.9,122.3,4.6,119,118.4,170.3,5.7
26,323.7,591.9,15.1,357,181.1,122.3,4.5,131,110.9,169.9,5.7
26,321.1,591.9,15.1,334,183.8,122.9,4.3,138,116.6,169.6,5.6
26,323.9,591.9,15.1,326,183.1,122.8,4.4,156,101.6,169.6,5.7
26,323.1,591.9,15.1,301,179.1,122.6,4.4,173,104.6,169.4,5.7
26,326.0,591.9,15.1,272,172.4,123.0,4.3,190,106.3,169.5,5.7
28,300.5,592.0,15.1,254,154.5,123.3,4.1,218,101.8,169.2,5.7
30,284.1,592.0,15.0,230,140.6,123.7,4.0,234,95.5,169.4,5.8
30,293.4,592.0,15.0,201,137.8,124.5,3.9,252,86.9,169.7,5.8
30,297.4,592.0,15.0,172,129.5,125.0,3.6,264,85.4,169.6,5.8
30,307.0,592.0,15.0,159,122.4,125.9,3.7,269,79.7,169.6,5.8
32,284.2,592.0,15.0,136,112.6,126.6,3.4,275,78.2,169.8,5.8
32,296.3,592.0,15.0,120,111.2,126.9,3.2,263,78.2,169.8,5.7
33,291.5,592.0,15.0,112,106.1,127.9,2.9,261,72.4,169.6,5.7
35,280.0,592.0,15.0,112,98.0,128.7,2.8,249,69.8,169.7,5.7
37,262.7,592.1,14.9,99,98.1,130.5,2.5,238,69.3,169.7,5.7
38,263.2,592.1,14.9,108,95.7,130.6,2.4,225,62.6,169.9,5.7
38,276.6,592.1,14.9,101,98.0,130.9,2.0,200,62.9,170.0,5.7
37,290.8,592.2,14.9,105,100.6,129.9,2.1,176,62.8,169.8,5.7
38,280.8,592.1,15.0,114,97.1,129.4,2.2,160,62.8,169.8,5.7
37,293.2,592.2,15.0,114,97.9,129.9,2.3,145,63.4,169.5,5.7
37,290.7,592.2,15.0,113,100.3,128.9,2.2,138,61.1,169.4,5.7
36,300.4,592.2,15.0,134,97.0,128.9,2.2,121,60.3,169.2,5.7
36,292.4,592.2,15.0,132,100.2,128.7,2.3,112,65.3,169.3,5.7
36,297.9,592.2,15.0,140,98.7,129.5,2.3,99,64.9,169.6,5.7
35,306.0,592.2,15.0,142,99.5,129.1,2.6,88,69.2,169.9,5.7
37,290.2,592.1,14.9,160,96.6,129.1,2.6,74,69.6,170.1,5.7
37,282.2,592.1,14.9,168,96.9,128.0,2.5,71,71.3,170.2,5.7
35,292.7,592.2,14.9,165,98.1,127.7,2.4,70,73.4,170.4,5.7
36,276.3,592.2,14.9,179,97.6,128.6,2.3,74,69.4,170.1,5.6
36,273.7,592.2,14.9,180,98.6,129.3,2.3,69,79.1,169.7,5.7
37,259.2,592.2,14.9,184,99.9,129.7,2.1,70,78.6,169.1,5.5
35,282.0,592.2,14.9,191,99.7,129.3,2.1,62,80.8,169.4,5.5
35,279.5,592.2,14.9,195,102.1,129.2,2.2,59,78.8,169.1,5.5
36,263.8,592.0,14.9,210,100.8,129.0,2.3,61,75.5,168.9,5.5
35,274.4,592.0,14.8,209,103.8,129.9,2.1,55,82.4,169.0,5.5
34,278.2,592.0,14.8,223,105.9,130.1,2.2,56,75.3,169.6,5.5
34,267.9,592.1,14.8,219,109.0,130.0,2.2,57,86.8,169.9,5.5
34,257.4,592.1,14.8,225,110.6,130.3,2.1,60,92.7,169.7,5.5
32,265.4,592.0,14.7,215,114.7,130.0,2.3,64,95.5,169.9,5.4
31,272.5,591.9,14.7,212,116.3,129.5,2.1,66,102.6,170.1,5.4
31,275.5,591.9,14.7,209,116.5,129.5,2.1,67,106.0,170.5,5.5
32,261.5,591.8,14.7,205,117.9,129.2,2.2,70,107.8,170.4,5.5
31,292.5,591.8,14.7,209,115.1,129.1,2.4,70,89.8,170.4,5.5
32,284.1,591.9,14.7,200,119.7,128.2,2.5,65,93.2,170.6,5.4
33,275.3,591.8,14.7,199,121.6,128.3,2.6,64,92.3,170.6,5.4
33,271.4,591.9,14.7,205,124.0,128.0,2.5,65,89.4,171.0,5.4
33,265.4,591.9,14.7,210,122.8,128.0,2.7,68,87.9,171.1,5.5
32,269.2,591.8,14.7,212,123.2,128.3,2.7,69,90.8,171.1,5.5
32,259.6,591.8,14.7,200,125.7,128.3,2.8,73,103.1,171.0,5.5
32,266.6,591.8,14.7,200,122.7,127.7,2.9,76,97.7,171.0,5.5
32,263.6,591.8,14.7,183,124.1,127.4,3.1,80,111.2,170.7,5.5
32,270.1,591.8,14.7,171,122.4,126.9,3.1,86,106.0,171.3,5.5
34,263.9,591.8,14.7,169,115.3,126.4,3.0,88,98.7,171.1,5.5
33,283.3,591.8,14.7,156,116.1,125.6,3.2,80,105.9,171.3,5.5
34,284.3,591.8,14.7,157,116.2,125.6,3.2,77,100.3,171.5,5.5
33,297.2,591.8,14.7,164,118.2,126.2,3.0,75,93.0,171.3,5.5
34,281.5,591.7,14.7,160,115.6,126.2,3.3,73,106.0,170.9,5.5
33,290.2,591.7,14.7,162,113.5,126.9,3.3,76,105.4,170.7,5.6
33,300.1,591.7,14.7,162,114.7,126.7,3.2,77,91.4,170.5,5.6
34,284.4,591.6,14.6,161,109.2,127.6,3.3,81,98.0,170.4,5.6
34,292.2,591.6,14.6,154,107.4,129.2,3.0,80,100.1,170.3,5.5
35,289.1,591.7,14.6,156,105.2,128.5,2.8,78,98.0,170.3,5.5
35,297.8,591.7,14.6,150,106.5,129.3,2.9,75,96.5,170.3,5.5
36,282.4,591.6,14.6,139,104.1,128.3,2.9,78,105.2,170.0,5.5
35,291.1,591.7,14.6,122,103.1,128.0,2.6,84,102.7,170.0,5.5
35,297.1,591.7,14.6,126,101.9,128.9,2.4,83,95.7,169.7,5.6
35,307.9,591.7,14.6,120,99.7,128.5,2.1,79,95.5,169.5,5.6
35,302.4,591.7,14.6,121,99.1,129.0,2.0,82,90.5,169.4,5.6
35,310.1,591.7,14.6,129,100.0,129.7,1.7,77,81.6,169.2,5.6
36,307.6,591.8,14.6,131,101.7,129.1,1.7,65,83.7,169.5,5.6
36,309.9,591.8,14.6,141,105.4,129.2,1.7,55,85.6,169.5,5.6
38,287.0,591.8,14.6,157,105.4,129.4,1.8,48,85.2,169.8,5.6
38,277.7,591.8,14.6,179,102.7,129.4,1.9,44,85.6,170.4,5.5
38,266.9,591.8,14.6,190,104.0,128.8,2.0,42,97.9,170.4,5.5
38,261.5,591.8,14.6,200,106.7,129.5,2.1,43,86.0,171.2,5.5
38,255.3,591.8,14.6,202,109.0,129.5,2.2,43,94.3,171.4,5.5
37,256.5,591.8,14.6,221,107.4,128.8,2.3,41,98.4,172.1,5.4
37,246.2,591.8,14.6,218,110.0,128.7,2.3,43,108.9,172.5,5.4
37,241.8,591.8,14.6,217,109.3,128.4,2.4,44,123.3,172.9,5.4
37,239.5,591.8,14.6,237,106.2,128.3,2.4,53,91.7,172.9,5.4
36,241.6,591.8,14.6,216,105.2,128.1,2.4,56,112.1,173.0,5.5
36,240.9,591.8,14.6,217,102.6,128.0,2.6,62,103.8,173.2,5.4
35,251.8,591.9,14.6,198,101.3,127.1,2.7,67,107.6,173.3,5.4
37,236.1,591.9,14.6,193,103.7,126.8,2.8,68,107.2,173.3,5.4
38,229.3,591.8,14.6,187,103.2,126.9,2.9,72,104.0,173.3,5.4
38,230.2,591.8,14.6,183,104.3,125.4,2.9,80,91.9,173.3,5.4
38,225.1,591.8,14.6,178,103.6,125.0,3.0,82,95.6,173.3,5.4
38,226.5,591.8,14.6,171,97.9,125.8,3.1,83,98.3,173.3,5.4
38,243.6,591.8,14.6,165,98.4,126.0,3.2,73,97.0,173.4,5.4
38,244.4,591.8,14.6,170,99.8,125.8,3.1,72,89.9,173.6,5.4
36,260.0,591.7,14.6,175,101.2,126.0,3.1,68,90.4,173.8,5.4
36,257.1,591.7,14.6,185,103.0,126.1,3.0,63,92.1,173.6,5.4
35,258.1,591.8,14.6,205,102.5,125.2,3.1,61,89.4,173.7,5.4
33,275.6,591.7,14.6,219,102.6,125.6,3.1,53,92.2,173.8,5.5
33,271.1,591.7,14.6,230,102.7,126.1,3.1,54,95.7,173.7,5.5
33,270.4,591.6,14.6,242,103.8,126.4,3.1,52,98.4,173.6,5.6
33,258.8,591.5,14.5,254,105.5,126.6,3.1,55,100.0,173.6,5.6
33,270.9,591.5,14.5,256,108.8,126.4,3.1,50,95.7,173.6,5.7
33,269.0,591.6,14.6,260,110.4,126.4,3.3,50,100.7,173.5,5.7
32,273.5,591.6,14.6,266,113.0,126.0,3.2,53,94.5,173.5,5.7
32,275.0,591.5,14.6,281,113.0,125.7,3.2,51,93.8,173.6,5.7
32,284.4,591.5,14.6,284,116.7,125.4,3.2,45,95.8,173.7,5.7
33,278.4,591.5,14.6,298,116.2,125.5,3.3,44,92.1,174.0,5.8
33,274.5,591.5,14.6,307,119.2,125.5,3.3,43,100.9,173.8,5.7
33,269.8,591.5,14.6,319,120.9,125.2,3.4,47,97.5,173.6,5.7
33,260.4,591.4,14.6,339,120.7,125.1,3.5,50,105.6,173.8,5.7
33,262.1,591.4,14.6,344,125.0,125.2,3.5,49,100.5,174.0,5.8
33,266.7,591.4,14.6,355,128.1,125.1,3.7,48,89.7,174.2,5.9
34,264.8,591.4,14.6,369,129.9,125.1,3.7,42,88.3,174.2,6.0
34,262.4,591.5,14.6,375,133.7,125.3,3.6,42,88.2,174.3,6.0
34,260.0,591.5,14.6,389,136.9,125.7,3.6,40,93.4,174.5,6.1
33,256.4,591.4,14.6,403,138.1,125.4,3.6,46,93.4,174.5,6.2
33,247.9,591.4,14.6,395,141.0,125.6,3.5,53,108.1,174.4,6.3
33,240.1,591.4,14.6,407,139.1,126.0,3.6,66,98.6,174.5,6.4
33,234.9,591.4,14.6,403,140.7,126.4,3.6,71,106.7,174.5,6.4
33,234.3,591.4,14.6,408,140.0,126.4,3.6,77,106.8,174.7,6.4
33,227.8,591.4,14.6,391,140.9,126.6,3.5,91,107.8,174.7,6.5
33,232.7,591.4,14.6,357,147.1,126.8,3.5,101,105.8,174.5,6.5
33,250.8,591.4,14.6,348,145.4,127.0,3.5,105,98.4,174.5,6.4
34,251.9,591.3,14.6,336,146.0,127.6,3.5,107,97.7,174.5,6.4
34,286.9,591.3,14.6,325,146.6,127.7,3.5,93,96.8,174.5,6.4
32,302.4,591.1,14.5,330,148.4,127.4,3.5,96,90.9,174.6,6.4
34,285.4,591.1,14.5,333,147.7,127.2,3.6,92,91.0,174.5,6.5
34,291.9,591.1,14.5,337,151.2,127.1,3.7,84,92.7,174.7,6.5
35,287.5,591.1,14.5,347,149.5,127.6,3.6,82,91.6,174.6,6.4
35,292.1,591.1,14.5,346,148.6,127.4,3.7,78,101.3,174.6,6.4
35,291.5,591.0,14.5,354,147.0,127.4,3.8,77,100.5,174.6,6.4
36,291.9,590.9,14.5,352,150.8,127.4,3.8,79,86.4,174.8,6.4
37,275.9,590.9,14.5,344,154.3,127.9,3.8,80,96.6,174.8,6.4
34,297.5,590.8,14.4,359,151.4,128.0,3.7,81,100.7,174.7,6.3
34,290.6,590.8,14.4,364,150.5,128.3,3.6,90,88.1,174.7,6.3
34,285.4,590.8,14.4,355,147.7,128.2,3.7,91,108.0,174.6,6.4
34,279.4,590.8,14.4,348,146.1,128.5,3.7,104,104.5,174.6,6.3
34,280.6,590.8,14.4,335,144.8,128.6,3.7,112,105.4,174.6,6.3
33,280.3,590.7,14.4,330,139.6,129.1,3.6,125,107.2,174.5,6.3
33,278.4,590.7,14.4,316,136.6,128.7,3.5,134,108.3,174.4,6.2
32,287.5,590.7,14.4,301,134.5,128.9,3.5,155,92.1,174.2,6.3
34,262.0,590.7,14.4,271,128.7,128.3,3.4,167,96.1,174.2,6.2
34,269.4,590.7,14.4,246,123.8,128.0,3.2,178,92.4,174.1,6.2
34,264.2,590.7,14.4,216,123.0,127.2,3.2,193,90.7,174.0,6.2
34,261.3,590.7,14.4,199,116.6,127.2,3.0,197,91.6,174.1,6.2
34,262.2,590.7,14.4,184,115.4,127.2,2.9,203,85.3,174.0,6.2
33,289.5,590.7,14.4,168,114.8,127.2,2.9,190,84.5,174.1,6.1
35,291.1,590.6,14.4,162,117.0,127.7,2.7,181,74.7,174.1,6.1
38,268.4,590.6,14.3,167,114.6,127.6,2.8,170,70.1,174.2,6.0
40,259.4,590.7,14.4,163,121.6,127.6,2.8,156,66.4,174.2,6.0
40,259.5,590.8,14.4,167,121.0,127.8,2.9,143,67.7,174.2,5.9
38,279.6,590.8,14.5,173,117.3,127.8,2.9,130,69.5,174.0,5.9
39,278.4,590.8,14.4,170,121.5,127.6,2.9,107,72.1,173.9,5.9
39,286.3,590.8,14.4,172,122.2,128.2,2.9,96,67.1,173.9,5.9
40,277.1,590.8,14.4,177,117.7,128.3,3.1,87,72.1,173.9,5.9
39,281.8,590.7,14.4,179,120.0,127.8,3.0,79,73.5,173.8,5.9
39,273.5,590.7,14.4,187,112.9,127.4,3.0,76,84.4,173.5,5.9
38,274.6,590.8,14.5,187,113.2,127.3,3.1,77,80.6,173.7,5.9
38,269.6,590.8,14.5,181,112.5,127.0,3.0,80,83.9,173.6,5.8
36,274.3,590.7,14.4,180,107.6,127.1,2.8,83,94.9,173.6,5.8
36,269.9,590.7,14.4,188,101.6,126.7,2.8,92,86.1,173.6,5.7
36,271.7,590.6,14.4,182,99.3,126.7,2.9,94,83.9,173.5,5.7
38,246.9,590.5,14.4,169,101.7,126.7,2.7,96,89.1,173.4,5.7
37,249.1,590.4,14.3,176,99.8,126.1,2.6,98,85.0,173.4,5.8
37,256.0,590.4,14.3,179,96.8,126.4,2.4,93,84.6,173.2,5.9
38,241.6,590.5,14.3,169,102.1,126.9,2.2,99,80.8,173.0,5.9
36,258.7,590.7,14.3,170,104.0,126.9,2.3,91,84.9,173.0,5.9
35,276.0,590.7,14.3,178,101.7,126.7,2.5,78,85.6,173.0,5.9
35,273.6,590.7,14.3,182,103.2,125.8,2.4,77,84.3,172.8,6.0
35,272.6,590.7,14.3,171,108.1,126.3,2.3,71,97.4,172.8,6.1
36,276.4,590.7,14.3,189,103.6,126.5,2.4,67,83.4,172.8,6.1
36,269.0,590.5,14.2,196,98.3,127.3,2.6,72,82.9,172.7,6.1
37,264.1,590.6,14.3,188,101.6,127.4,2.4,67,87.1,172.5,6.1
38,255.7,590.6,14.3,182,104.7,128.3,2.3,64,90.1,172.4,6.1
37,266.2,590.6,14.3,179,103.4,129.0,2.4,65,83.1,172.4,6.0
36,265.8,590.5,14.2,172,104.5,129.3,2.4,68,90.9,172.5,6.0
35,273.1,590.5,14.2,177,103.0,128.9,2.4,72,86.0,172.4,6.1
34,279.0,590.5,14.2,181,103.1,128.8,2.5,73,86.3,172.3,6.1
34,277.0,590.5,14.2,191,102.4,128.8,2.7,70,89.7,172.3,6.0
34,284.8,590.5,14.2,188,105.6,129.2,2.6,68,88.2,172.4,6.0
37,259.0,590.6,14.1,186,108.7,129.4,2.6,68,79.5,172.3,6.0
38,256.9,590.5,14.2,177,111.5,128.9,2.7,63,82.6,172.2,6.1
38,259.1,590.5,14.2,183,109.5,129.4,2.8,62,78.1,172.2,6.3
37,262.6,590.5,14.2,186,108.7,128.4,2.7,59,87.7,172.3,6.3
37,260.6,590.5,14.2,177,109.0,128.3,2.5,56,106.1,172.3,6.3
37,256.2,590.5,14.2,190,105.4,127.7,2.6,62,87.5,172.3,6.3
37,247.0,590.5,14.2,195,106.3,127.1,2.6,63,85.6,172.1,6.2
37,247.0,590.5,14.2,192,111.1,127.6,2.6,57,84.8,172.1,6.3
37,242.1,590.5,14.2,204,109.0,127.9,2.6,59,78.9,172.2,6.2
37,241.1,590.5,14.2,209,108.6,127.3,2.6,55,91.1,172.2,6.1
36,252.5,590.5,14.2,214,109.1,127.6,2.7,57,73.5,172.3,6.2
35,254.8,590.6,14.2,218,112.7,128.0,2.7,54,82.9,172.3,6.1
35,250.9,590.4,14.3,222,113.0,128.2,2.7,48,88.8,172.2,6.1
36,239.8,590.4,14.2,225,113.5,128.1,2.9,47,90.4,172.3,6.1
35,241.9,590.4,14.3,238,114.5,127.9,2.8,46,94.4,172.4,6.1
35,241.7,590.4,14.3,248,112.9,128.1,2.8,47,88.4,172.3,6.2
35,235.3,590.4,14.3,245,113.6,128.4,2.8,50,106.5,172.3,6.1
34,235.3,590.3,14.2,243,115.7,128.1,2.9,54,107.3,172.2,6.1
33,246.4,590.3,14.2,241,118.4,128.5,2.9,56,102.3,171.9,6.0
30,277.9,590.7,14.2,241,121.6,128.8,2.8,57,88.2,171.7,5.9
31,266.7,590.6,14.2,254,119.3,128.4,3.0,58,88.8,171.5,5.9
32,267.2,590.7,14.3,265,119.2,127.9,3.1,54,78.2,171.5,6.0
33,262.6,590.7,14.3,263,122.0,127.9,3.1,48,82.1,171.8,6.0
34,255.4,590.8,14.3,279,122.2,127.6,3.1,44,80.8,172.2,5.9
34,264.6,590.8,14.3,297,120.6,127.3,3.1,33,91.2,171.9,6.0
34,257.8,590.7,14.3,319,120.4,127.3,3.2,32,89.6,171.5,6.0
34,255.0,590.7,14.3,333,123.6,127.6,3.3,28,94.3,171.1,5.9
34,245.2,590.7,14.3,342,127.6,127.5,3.3,30,105.6,170.8,5.9
35,229.4,590.7,14.3,354,129.6,127.5,3.3,36,93.1,170.7,5.8
35,230.7,590.7,14.3,357,130.9,127.7,3.4,33,135.0,170.7,5.7
36,219.1,590.8,14.3,380,130.8,127.9,3.4,38,102.7,170.8,5.6
35,228.5,590.8,14.4,385,132.3,127.9,3.4,40,104.0,170.7,5.5
35,220.2,590.8,14.4,401,128.7,127.8,3.5,41,136.1,170.7,5.5
35,218.6,590.8,14.5,402,129.6,127.7,3.5,49,117.4,170.8,5.4
31,246.7,591.1,14.5,409,128.5,127.6,3.5,57,116.5,170.9,5.4
33,232.6,591.0,14.6,410,126.7,128.2,3.4,63,122.0,171.2,5.5
32,238.7,591.1,14.6,414,123.4,128.4,3.5,80,108.2,170.9,5.5
34,232.5,591.2,14.7,404,123.1,127.9,3.5,79,118.7,171.0,5.5
34,237.3,591.2,14.7,414,122.9,127.8,3.5,90,96.8,171.0,5.4
38,203.2,591.1,14.6,409,124.2,128.1,3.5,99,97.1,171.1,5.4
37,214.6,591.2,14.6,394,127.1,128.1,3.6,104,97.8,171.1,5.4
37,234.1,591.2,14.6,402,125.4,127.9,3.7,96,98.5,171.3,5.4
37,271.7,591.2,14.6,395,127.6,127.7,3.6,83,91.4,171.7,5.4
37,281.0,591.2,14.6,398,129.1,127.6,3.7,75,93.4,171.8,5.3
38,270.5,591.2,14.6,414,128.8,127.5,3.7,76,94.9,171.9,5.3
38,267.7,591.2,14.6,424,132.9,127.4,3.6,77,87.5,171.8,5.3
38,269.0,591.2,14.6,445,133.2,127.4,3.5,72,93.3,171.6,5.3
38,278.6,591.0,14.6,458,137.9,127.5,3.5,66,83.0,171.5,5.3
37,285.0,591.0,14.7,473,140.5,127.4,3.6,65,83.5,171.5,5.4
37,286.5,591.0,14.7,490,144.6,127.2,3.6,61,78.9,171.2,5.4
37,287.1,591.0,14.7,508,148.7,127.1,3.6,60,74.2,171.1,5.4
37,279.2,591.0,14.6,518,155.1,127.0,3.7,59,73.6,171.2,5.4
38,267.3,591.0,14.6,552,156.4,127.0,3.7,56,65.1,171.2,5.4
38,262.6,591.0,14.6,576,160.1,127.0,3.8,50,68.4,171.1,5.4
38,260.0,591.0,14.6,595,165.5,126.9,3.8,48,58.0,171.2,5.4
38,256.9,591.0,14.6,613,170.5,126.8,3.9,44,56.7,171.1,5.4
39,240.6,591.0,14.6,635,174.8,126.8,3.9,39,61.6,171.0,5.3
39,238.0,591.0,14.6,654,179.5,126.6,3.9,35,63.8,171.1,5.3
39,232.7,591.0,14.6,675,183.5,126.7,4.0,31,71.7,171.2,5.3
39,226.5,591.0,14.6,692,188.7,126.6,4.0,31,76.1,171.2,5.4
39,231.7,591.0,14.6,714,192.2,126.6,4.1,27,51.3,171.3,5.4
39,227.8,591.0,14.6,743,194.8,126.5,4.1,23,56.0,171.5,5.4
38,228.8,591.0,14.6,756,201.1,126.4,4.1,21,68.9,171.5,5.5
37,228.8,591.1,14.6,770,206.9,126.4,4.2,23,70.5,171.6,5.4
37,225.0,591.1,14.6,798,209.1,126.3,4.2,22,77.2,171.2,5.5
37,220.0,591.1,14.6,814,213.2,126.3,4.3,21,111.0,171.3,5.5
36,230.4,591.2,14.7,837,215.9,126.3,4.3,20,113.0,171.5,5.5
36,229.7,591.2,14.7,857,219.5,126.2,4.4,21,124.7,171.5,5.5
35,248.0,591.2,14.6,880,223.0,126.3,4.4,19,98.0,171.2,5.6
36,240.0,591.2,14.7,902,226.2,126.1,4.5,18,110.7,171.5,5.6
37,228.6,591.2,14.7,926,229.5,126.0,4.5,15,128.8,171.7,5.6
37,234.4,591.2,14.7,954,231.1,126.0,4.6,11,172.3,171.6,5.6
38,220.4,591.2,14.7,982,234.1,126.0,4.6,11,213.0,171.6,5.5
37,224.3,591.2,14.7,1015,236.1,125.9,4.6,14,130.8,171.5,5.4
37,224.3,591.2,14.7,1036,240.4,126.0,4.6,14,126.0,171.5,5.4
37,224.2,591.2,14.7,1060,243.6,125.8,4.7,12,181.6,171.3,5.5
37,225.9,591.2,14.7,1099,244.0,125.8,4.7,9,251.4,171.6,5.8
36,225.2,591.2,14.8,1133,245.2,125.7,4.7,10,291.5,172.0,5.9
36,222.6,591.2,14.8,1167,246.5,125.7,4.7,9,445.9,171.6,5.8
36,222.4,591.2,14.8,1201,249.4,125.7,4.8,10,279.6,171.6,6.1
37,208.0,591.2,14.8,1221,253.4,125.6,4.8,13,256.2,171.3,6.1
35,229.0,591.3,14.8,1267,252.9,125.5,4.8,18,158.4,171.0,6.1
34,244.0,591.3,14.8,1297,254.3,125.5,4.9,18,202.7,171.1,5.9
34,240.9,591.3,14.8,1335,255.5,125.5,4.9,20,216.8,170.5,5.9
33,254.1,591.3,14.8,1359,257.9,125.5,5.0,23,246.6,170.5,5.8
32,264.3,591.3,14.8,1391,259.6,125.4,5.0,27,221.5,170.6,5.7
32,273.7,591.3,14.9,1416,261.9,125.4,5.0,32,191.9,170.3,5.8
32,282.6,591.3,14.9,1432,265.4,125.3,5.1,43,163.8,170.5,5.7
32,291.7,591.3,14.9,1452,268.0,125.1,5.1,48,171.0,170.6,5.8
34,284.7,591.4,15.0,1481,268.6,125.2,5.2,54,138.9,170.7,5.8
35,277.5,591.3,15.0,1501,271.6,125.1,5.2,59,143.1,170.7,5.7
38,278.9,591.4,15.0,1516,274.6,125.1,5.3,61,129.6,170.5,5.8
40,278.0,591.5,15.1,1531,278.0,125.1,5.3,65,122.0,170.4,5.7
40,299.1,591.5,15.1,1545,280.1,125.0,5.3,64,147.8,170.1,5.8
42,300.6,591.5,15.0,1581,280.6,125.1,5.3,65,140.4,170.1,5.9
43,300.6,591.5,15.1,1617,280.5,125.0,5.4,66,138.3,170.0,5.9
43,308.2,591.5,15.1,1645,283.6,124.9,5.4,64,139.1,169.8,5.9
44,308.9,591.5,15.0,1671,286.5,125.0,5.4,63,140.2,169.7,5.8
45,304.5,591.5,15.0,1698,288.7,125.0,5.4,75,118.3,169.4,5.8
47,298.1,591.4,15.0,1715,291.6,125.0,5.4,76,127.1,169.0,5.7
46,311.5,591.5,15.0,1726,295.4,125.1,5.4,76,148.1,168.9,5.6
48,314.1,591.5,15.0,1754,298.0,125.2,5.4,70,126.0,168.7,5.6
51,290.2,591.5,14.9,1785,299.5,125.2,5.4,77,124.4,168.8,5.6
53,297.2,591.4,14.9,1810,300.8,125.4,5.4,75,120.7,168.6,5.6
54,289.7,591.5,14.9,1821,305.0,125.5,5.4,84,121.7,168.8,5.6
54,296.9,591.5,14.9,1847,307.1,125.5,5.5,96,116.3,168.6,5.5
54,299.3,591.5,14.9,1862,309.6,125.6,5.5,103,129.3,168.6,5.5
54,305.3,591.5,14.9,1864,311.8,125.8,5.5,117,139.2,168.7,5.5
54,312.4,591.5,14.9,1888,312.2,125.9,5.5,129,137.8,168.9,5.5
57,302.2,591.5,14.9,1888,315.4,126.0,5.5,143,133.9,169.1,5.5
58,294.1,591.5,14.9,1902,314.9,126.2,5.6,169,126.3,169.3,5.5
59,296.8,591.5,14.9,1897,315.7,126.2,5.6,173,146.1,169.5,5.5
61,288.3,591.6,14.9,1908,314.7,126.4,5.6,187,156.6,169.5,5.5
61,298.1,591.6,14.9,1901,317.9,126.4,5.6,193,150.3,169.7,5.5
