wolfCount,wolfEnergy,wolfRepro,wolfFatigue,rabbitCount,rabbitEnergy,rabbitRepro,rabbitFatigue,grassCount,grassEnergy,grassRepro,grassFatigue
5134,445.5,1017.0,6.5,596,1021.9,938.2,9.2,41220,1524.6,136.9,8.4
5168,443.0,1016.9,6.6,639,1034.5,938.3,9.4,41326,1522.4,136.9,8.4
5191,445.0,1016.9,6.6,652,1016.5,938.4,9.5,41369,1524.4,136.9,8.4
5226,443.2,1016.8,6.6,681,1031.9,938.5,9.6,41460,1523.2,136.9,8.4
5254,445.5,1016.8,6.5,699,1009.7,938.6,9.7,41556,1522.5,136.9,8.4
5289,444.2,1016.8,6.6,731,1039.2,938.8,9.8,41594,1522.4,136.9,8.4
5328,444.2,1016.8,6.6,754,1059.9,938.9,9.9,41652,1521.5,136.9,8.4
5369,444.6,1016.7,6.6,797,1062.2,939.1,9.9,41704,1518.9,136.9,8.5
5413,445.5,1016.7,6.6,833,1116.1,939.4,10.0,41742,1515.0,136.9,8.5
5456,447.6,1016.7,6.6,848,1113.1,939.4,10.0,41786,1512.6,136.9,8.5
5497,446.4,1016.6,6.6,901,1099.7,939.5,10.0,41815,1510.6,136.9,8.5
5540,447.6,1016.6,6.6,943,1097.3,939.7,10.1,41825,1508.1,136.9,8.5
5591,448.4,1016.6,6.6,980,1105.9,939.7,10.1,41842,1504.4,136.9,8.5
5659,447.0,1016.5,6.6,1003,1159.1,939.7,10.0,41883,1498.3,136.9,8.5
5716,450.8,1016.5,6.6,1023,1124.1,939.8,10.0,41899,1494.9,136.9,8.5
5785,451.1,1016.5,6.6,1035,1141.6,939.8,9.9,41879,1491.0,136.9,8.5
5866,450.6,1016.4,6.6,1045,1114.3,939.7,9.9,41909,1486.3,136.9,8.5
5955,449.4,1016.4,6.6,1075,1088.8,939.7,9.8,41908,1483.8,136.9,8.5
6020,449.9,1016.3,6.6,1113,1113.9,939.8,9.6,41883,1479.8,136.9,8.5
6100,450.2,1016.3,6.6,1142,1099.4,939.9,9.6,41904,1475.2,136.9,8.5
6167,451.0,1016.3,6.6,1167,1114.7,939.8,9.5,41902,1470.2,136.9,8.5
6249,451.0,1016.2,6.6,1163,1121.5,939.7,9.4,41912,1465.0,136.9,8.5
6359,448.8,1016.2,6.6,1165,1129.9,939.8,9.5,41926,1458.9,136.9,8.5
6449,450.9,1016.1,6.6,1122,1163.0,939.8,9.4,41950,1453.1,136.9,8.5
6544,450.2,1016.1,6.6,1137,1121.9,939.6,9.3,41989,1448.4,136.9,8.5
6628,450.2,1016.0,6.6,1119,1089.4,939.6,9.2,42050,1443.2,136.9,8.5
6719,449.4,1016.0,6.6,1105,1090.9,939.6,9.2,42106,1437.8,136.9,8.5
6813,449.8,1015.9,6.6,1096,1044.4,939.6,9.2,42157,1434.0,136.9,8.6
6895,451.0,1015.9,6.6,1035,1092.4,939.5,9.3,42251,1427.7,136.8,8.6
6988,447.2,1015.9,6.6,1028,1137.3,939.4,9.4,42322,1422.4,136.8,8.6
7065,448.0,1015.8,6.6,1011,1129.9,939.4,9.3,42404,1417.5,136.8,8.6
7128,447.8,1015.8,6.6,1031,1123.3,939.4,9.2,42482,1412.1,136.8,8.6
7191,449.8,1015.8,6.6,1023,1119.8,939.4,9.2,42536,1408.1,136.8,8.6
7255,450.4,1015.8,6.6,1014,1129.9,939.4,9.1,42597,1403.9,136.8,8.6
7327,448.4,1015.7,6.7,1052,1101.1,939.6,9.2,42694,1398.9,136.8,8.6
7398,448.7,1015.7,6.7,1025,1103.8,939.5,9.3,42739,1396.3,136.7,8.6
7473,448.8,1015.6,6.7,992,1094.2,939.7,9.4,42838,1393.3,136.7,8.6
7553,447.7,1015.6,6.7,951,1127.0,939.7,9.5,42917,1390.8,136.7,8.6
7635,447.2,1015.6,6.7,912,1104.9,939.7,9.5,43014,1388.5,136.7,8.6
7701,446.7,1015.5,6.7,881,1115.0,939.8,9.6,43160,1383.5,136.7,8.6
7755,445.9,1015.5,6.7,880,1094.4,939.8,9.6,43242,1381.7,136.7,8.6
7811,446.1,1015.5,6.7,867,1057.6,939.9,9.5,43358,1379.5,136.7,8.6
7876,445.2,1015.5,6.7,850,1065.6,939.9,9.5,43483,1376.1,136.7,8.6
7936,444.4,1015.4,6.7,861,1027.0,940.0,9.5,43611,1373.3,136.6,8.6
8010,442.6,1015.4,6.7,851,1053.0,939.9,9.5,43675,1370.7,136.6,8.6
8063,444.1,1015.4,6.7,804,1061.6,940.0,9.4,43811,1367.4,136.6,8.6
8133,442.3,1015.3,6.7,793,1060.4,940.2,9.4,43929,1364.2,136.6,8.6
8208,440.9,1015.3,6.7,781,1087.5,940.2,9.2,43998,1361.6,136.6,8.6
8272,441.3,1015.3,6.7,777,1074.3,940.4,9.3,44112,1358.0,136.6,8.6
8344,439.1,1015.2,6.7,797,1056.7,940.3,9.1,44237,1354.6,136.6,8.6
8384,440.1,1015.2,6.7,784,1106.3,940.6,9.0,44288,1352.4,136.6,8.6
8463,438.4,1015.2,6.7,782,1116.5,940.7,8.9,44384,1349.5,136.6,8.7
8511,439.7,1015.1,6.7,766,1146.1,941.2,9.0,44483,1345.9,136.6,8.7
8579,438.5,1015.1,6.7,765,1156.2,941.4,9.0,44572,1343.0,136.5,8.7
8648,437.7,1015.0,6.7,739,1195.1,941.5,9.0,44716,1339.2,136.6,8.7
8704,437.6,1015.0,6.7,737,1180.9,941.6,9.1,44848,1336.6,136.5,8.7
8773,435.7,1015.0,6.7,729,1187.4,941.5,9.0,44958,1335.0,136.5,8.7
8825,436.4,1015.0,6.7,709,1190.1,941.7,9.0,45072,1332.5,136.5,8.7
8883,435.8,1014.9,6.7,712,1159.0,941.9,9.1,45182,1330.1,136.5,8.7
8930,436.1,1014.9,6.7,708,1084.5,941.9,9.2,45313,1328.7,136.5,8.7
8973,436.2,1014.9,6.7,713,1057.8,942.0,9.2,45450,1326.6,136.5,8.7
9009,437.3,1014.9,6.7,712,1019.4,942.1,9.2,45603,1325.2,136.5,8.7
9063,436.9,1014.9,6.7,694,1004.5,942.1,9.1,45720,1324.5,136.5,8.7
9103,434.6,1014.9,6.7,707,994.2,942.1,9.0,45898,1323.2,136.5,8.7
9133,435.2,1014.9,6.7,691,980.5,942.4,9.0,46020,1323.9,136.5,8.7
9167,435.3,1014.9,6.7,680,949.0,942.3,9.0,46180,1323.7,136.4,8.7
9197,434.8,1014.9,6.7,671,952.3,942.3,8.9,46337,1324.1,136.4,8.7
9240,433.3,1014.9,6.7,669,954.5,942.5,8.9,46510,1324.1,136.4,8.7
9262,433.4,1014.9,6.7,666,945.1,942.5,8.9,46652,1325.3,136.4,8.7
9305,431.0,1014.9,6.7,678,953.0,942.4,8.9,46814,1325.8,136.4,8.7
9330,431.8,1014.9,6.7,687,910.9,942.6,8.9,46912,1328.3,136.4,8.7
9365,431.4,1014.9,6.7,681,925.0,942.8,8.9,47081,1327.9,136.4,8.7
9411,429.8,1014.9,6.7,688,917.5,942.8,8.8,47219,1329.1,136.4,8.7
9440,429.5,1014.8,6.7,684,905.9,942.8,8.7,47368,1330.5,136.4,8.7
9471,428.7,1014.8,6.7,677,913.9,942.8,8.6,47527,1331.5,136.4,8.7
9496,428.9,1014.8,6.7,653,920.6,942.9,8.5,47691,1332.5,136.4,8.7
9529,428.4,1014.8,6.7,649,908.0,943.0,8.5,47868,1333.7,136.4,8.7
9543,429.1,1014.8,6.7,646,864.0,943.0,8.4,48016,1336.1,136.4,8.7
9572,426.9,1014.7,6.7,676,873.2,943.1,8.4,48163,1338.4,136.4,8.7
9568,428.2,1014.7,6.7,657,882.3,943.1,8.4,48315,1340.3,136.4,8.7
9582,427.3,1014.7,6.7,678,873.4,943.3,8.5,48478,1342.4,136.4,8.7
9596,427.4,1014.7,6.7,668,877.5,943.2,8.5,48624,1344.7,136.4,8.7
9604,428.0,1014.7,6.8,673,846.6,943.2,8.5,48786,1347.0,136.4,8.7
9622,427.8,1014.7,6.8,671,858.6,943.2,8.5,48964,1348.8,136.4,8.7
9626,428.8,1014.6,6.8,664,848.6,942.9,8.5,49112,1351.4,136.4,8.7
9637,429.2,1014.6,6.8,668,827.0,942.7,8.5,49283,1353.8,136.4,8.7
9656,428.8,1014.6,6.8,644,847.0,942.4,8.3,49438,1356.1,136.4,8.7
9673,428.1,1014.6,6.8,646,844.1,942.6,8.3,49598,1358.8,136.4,8.7
9694,427.5,1014.5,6.8,657,845.4,942.7,8.4,49748,1361.3,136.4,8.7
9713,427.0,1014.5,6.8,652,863.8,942.8,8.3,49902,1363.7,136.3,8.7
9726,427.9,1014.5,6.8,635,835.4,942.8,8.3,50108,1365.4,136.3,8.7
9746,427.7,1014.5,6.8,614,829.8,942.7,8.2,50247,1368.7,136.3,8.7
9753,427.9,1014.4,6.8,606,841.4,942.6,8.1,50410,1371.4,136.3,8.7
9784,426.6,1014.4,6.8,601,836.4,942.5,8.0,50612,1373.4,136.4,8.7
9802,427.1,1014.4,6.8,564,822.2,942.2,7.9,50788,1376.5,136.4,8.7
9833,424.8,1014.4,6.8,557,801.1,941.8,7.7,50995,1379.4,136.4,8.7
9839,425.7,1014.4,6.8,523,801.7,941.5,7.6,51188,1382.2,136.4,8.7
9844,425.5,1014.4,6.8,510,790.1,941.1,7.3,51395,1385.0,136.4,8.7
9854,425.0,1014.4,6.8,502,764.1,940.9,7.2,51619,1387.9,136.4,8.7
9854,424.9,1014.3,6.8,474,784.1,940.7,7.1,51829,1390.8,136.4,8.7
9845,424.7,1014.3,6.8,476,785.8,940.8,7.1,51992,1395.2,136.4,8.7
9837,425.1,1014.3,6.8,465,768.1,940.7,7.1,52216,1398.0,136.4,8.7
9844,424.1,1014.3,6.8,457,783.1,940.6,7.0,52442,1400.7,136.4,8.7
9847,423.3,1014.3,6.8,452,789.4,940.9,6.9,52624,1404.7,136.4,8.7
9861,422.6,1014.3,6.8,430,786.0,940.7,6.9,52842,1407.9,136.4,8.7
9854,422.3,1014.3,6.9,430,779.8,940.6,6.8,53056,1411.2,136.4,8.7
9842,422.6,1014.3,6.8,430,754.6,940.7,6.7,53242,1415.3,136.5,8.7
9833,422.1,1014.3,6.9,441,751.4,940.7,6.7,53456,1418.6,136.5,8.7
9827,421.7,1014.3,6.9,444,743.5,940.9,6.6,53672,1422.0,136.5,8.7
9815,422.0,1014.3,6.9,436,738.1,941.0,6.7,53868,1426.2,136.5,8.7
9810,422.0,1014.2,6.9,421,728.1,940.9,6.7,54096,1429.6,136.5,8.7
9802,422.4,1014.2,6.9,391,720.9,941.0,6.7,54330,1433.0,136.5,8.7
9800,421.7,1014.2,6.9,381,713.3,941.1,6.7,54534,1437.2,136.5,8.7
9798,421.4,1014.2,6.9,358,711.1,941.2,6.6,54776,1440.5,136.5,8.7
9792,421.2,1014.2,6.9,343,699.9,941.3,6.5,55038,1443.3,136.5,8.7
9794,420.4,1014.2,6.9,323,700.5,941.2,6.5,55262,1447.1,136.5,8.7
9787,420.5,1014.2,6.9,287,718.9,941.3,6.4,55499,1450.6,136.5,8.7
9768,420.7,1014.2,6.9,276,693.2,941.4,6.3,55773,1453.2,136.5,8.7
9754,420.8,1014.2,6.9,249,711.6,941.6,6.3,56010,1456.8,136.6,8.7
9747,419.9,1014.2,6.9,242,719.7,941.8,6.2,56256,1460.2,136.6,8.7
9717,421.0,1014.2,6.9,229,713.5,941.9,6.2,56477,1464.2,136.6,8.7
9703,420.8,1014.2,6.9,217,723.6,941.8,6.3,56688,1468.5,136.6,8.7
9703,420.6,1014.2,6.9,192,713.4,941.9,6.2,56964,1471.2,136.6,8.7
9696,420.2,1014.2,6.8,171,735.8,942.0,6.2,57218,1474.5,136.6,8.8
9676,420.3,1014.2,6.8,164,731.8,942.1,6.3,57431,1478.8,136.7,8.8
9659,420.1,1014.2,6.8,154,739.1,942.0,6.3,57709,1481.6,136.7,8.8
9639,420.6,1014.2,6.8,145,682.2,941.8,6.4,57991,1484.4,136.7,8.8
9630,419.9,1014.2,6.8,142,670.1,941.6,6.5,58215,1488.6,136.7,8.8
9609,420.6,1014.2,6.8,122,656.9,941.6,6.6,58473,1492.0,136.7,8.8
9607,419.8,1014.2,6.8,111,647.4,941.5,6.7,58762,1494.6,136.7,8.8
9586,419.9,1014.2,6.8,101,650.4,941.5,6.8,58995,1498.7,136.8,8.8
9571,419.5,1014.2,6.8,102,631.1,941.4,6.8,59250,1502.3,136.8,8.8
9550,419.6,1014.3,6.8,97,634.8,941.3,6.8,59514,1505.7,136.8,8.8
9536,419.3,1014.2,6.8,96,634.7,941.2,6.9,59738,1510.0,136.8,8.8
9514,419.6,1014.3,6.8,91,632.0,941.4,6.9,59995,1513.5,136.8,8.8
9491,419.8,1014.3,6.8,85,640.4,941.5,6.9,60252,1517.1,136.8,8.8
9481,419.6,1014.3,6.8,77,652.5,941.6,7.0,60495,1521.0,136.9,8.8
9475,419.0,1014.3,6.8,71,627.8,941.8,7.1,60780,1523.9,136.9,8.8
9459,419.2,1014.3,6.8,60,613.5,941.6,7.0,61053,1527.2,136.9,8.9
9446,418.8,1014.3,6.8,58,607.9,941.5,7.0,61303,1531.0,136.9,8.9
9414,419.4,1014.3,6.8,53,662.1,941.7,7.0,61593,1533.8,136.9,8.9
9398,419.3,1014.3,6.8,55,654.2,941.6,7.1,61897,1536.2,136.9,8.9
9379,419.3,1014.3,6.8,53,666.4,941.5,7.2,62138,1540.3,137.0,8.9
9365,419.1,1014.3,6.8,58,621.9,941.5,7.4,62417,1543.5,137.0,8.9
9348,419.1,1014.3,6.8,56,635.6,941.6,7.3,62685,1546.9,137.0,8.9
9340,418.7,1014.3,6.7,52,690.2,941.7,7.3,62948,1550.3,137.0,8.9
9324,418.9,1014.3,6.7,44,646.7,941.9,7.2,63226,1553.6,137.0,8.9
9309,419.1,1014.3,6.7,35,641.4,941.8,7.0,63519,1556.4,137.1,8.9
9295,418.8,1014.3,6.7,36,626.3,941.6,7.2,63796,1559.7,137.1,8.9
9284,418.7,1014.3,6.7,41,586.2,941.6,7.3,64094,1562.5,137.1,8.9
9263,419.0,1014.3,6.7,41,627.3,941.4,7.3,64363,1566.0,137.1,8.9
9252,419.1,1014.3,6.7,38,618.5,941.6,7.2,64626,1569.6,137.1,9.0
9239,419.1,1014.3,6.7,30,652.2,941.1,7.0,64936,1572.2,137.1,9.0
9229,419.3,1014.3,6.7,24,538.3,941.0,6.7,65238,1574.9,137.2,9.0
9215,419.4,1014.4,6.7,21,493.7,941.4,6.6,65509,1578.5,137.2,9.0
9197,419.4,1014.4,6.7,20,502.1,941.4,6.5,65823,1581.1,137.2,9.0
9177,419.7,1014.4,6.7,20,497.2,941.4,6.7,66143,1583.6,137.2,9.0
9157,420.0,1014.4,6.7,20,498.6,941.4,6.7,66434,1586.8,137.2,9.0
9140,420.2,1014.4,6.7,17,503.7,941.2,6.3,66713,1590.3,137.3,9.0
9119,420.6,1014.4,6.7,17,491.2,941.3,6.3,67024,1593.0,137.3,9.0
9091,421.3,1014.4,6.7,17,517.5,941.0,6.3,67321,1596.1,137.3,9.0
9081,421.3,1014.4,6.7,16,511.7,941.1,6.2,67628,1598.9,137.3,9.0
9065,421.5,1014.4,6.7,18,489.9,941.3,6.4,67904,1602.5,137.3,9.0
9058,421.4,1014.4,6.7,17,452.5,941.1,6.4,68194,1605.8,137.3,9.0
9042,421.8,1014.4,6.7,15,416.0,940.9,6.3,68494,1608.9,137.4,9.0
9033,421.6,1014.5,6.7,17,420.7,940.8,6.4,68795,1612.0,137.4,9.0
9021,421.9,1014.5,6.7,15,381.1,940.5,6.3,69062,1615.8,137.4,9.0
9016,421.7,1014.5,6.7,13,398.6,940.5,6.2,69373,1618.7,137.4,9.1
9009,421.6,1014.5,6.7,14,446.7,940.4,6.6,69644,1622.5,137.4,9.1
8996,421.8,1014.5,6.7,14,439.3,940.5,6.5,69941,1625.7,137.4,9.1
8983,422.0,1014.5,6.7,16,484.7,940.6,6.8,70227,1629.2,137.4,9.1
8973,422.1,1014.5,6.7,17,517.8,940.6,6.8,70508,1632.8,137.4,9.1
8966,422.2,1014.5,6.7,17,523.9,940.6,7.0,70782,1636.6,137.4,9.1
8953,422.5,1014.5,6.7,16,545.4,940.7,7.1,71115,1639.0,137.4,9.1
8947,422.5,1014.5,6.7,17,561.9,940.4,7.5,71373,1643.2,137.5,9.1
8942,422.4,1014.5,6.7,17,622.2,940.6,7.5,71636,1647.2,137.5,9.1
8936,422.5,1014.5,6.7,18,601.6,940.8,7.5,71925,1650.7,137.5,9.1
8930,422.4,1014.5,6.7,19,620.8,941.6,7.6,72186,1654.8,137.5,9.1
8925,422.5,1014.5,6.7,17,705.2,941.3,7.6,72453,1658.8,137.5,9.1
8923,422.3,1014.5,6.7,20,738.5,941.0,7.6,72744,1662.2,137.5,9.1
8918,422.3,1014.5,6.7,20,760.0,940.9,7.8,72990,1666.7,137.5,9.1
8910,422.5,1014.5,6.7,21,680.5,940.7,8.0,73263,1670.6,137.5,9.1
8903,422.6,1014.5,6.7,22,698.9,940.8,8.2,73559,1673.9,137.5,9.1
8899,422.6,1014.5,6.7,27,699.9,940.6,8.4,73811,1678.2,137.5,9.1
8888,422.9,1014.5,6.7,29,737.9,940.8,8.4,74063,1682.5,137.5,9.2
8881,423.1,1014.6,6.7,37,699.2,940.8,8.6,74371,1685.6,137.6,9.2
8880,422.9,1014.6,6.7,45,743.0,940.7,8.7,74613,1690.1,137.6,9.2
8875,423.0,1014.5,6.7,48,780.8,940.8,8.7,74865,1694.4,137.6,9.2
8869,423.2,1014.6,6.7,59,725.2,940.8,8.8,75154,1697.8,137.6,9.2
8862,423.4,1014.6,6.7,69,739.3,940.7,8.9,75399,1702.2,137.6,9.2
8857,423.7,1014.6,6.7,69,802.0,940.9,8.8,75639,1706.7,137.6,9.2
8852,423.9,1014.6,6.7,81,747.2,940.7,8.9,75908,1710.6,137.6,9.2
8845,424.2,1014.6,6.7,87,747.5,940.9,8.9,76169,1714.7,137.6,9.2
8842,424.3,1014.6,6.7,93,752.0,940.7,9.0,76400,1719.4,137.6,9.2
8832,425.4,1014.6,6.7,87,763.4,940.9,8.9,76672,1723.2,137.6,9.2
8838,424.7,1014.6,6.7,93,754.4,940.9,8.9,76958,1726.7,137.6,9.2
8840,425.0,1014.6,6.7,86,738.2,941.1,8.8,77215,1730.9,137.6,9.2
8836,425.5,1014.6,6.7,83,738.3,941.2,8.7,77487,1734.7,137.6,9.2
8832,426.0,1014.6,6.7,79,741.2,941.3,8.7,77757,1738.6,137.6,9.2
8835,426.1,1014.5,6.7,77,732.4,941.6,8.5,78031,1742.4,137.6,9.2
8840,425.9,1014.5,6.7,71,775.6,941.9,8.4,78297,1746.4,137.6,9.2
8840,426.2,1014.5,6.7,65,807.4,942.1,8.3,78586,1749.9,137.6,9.2
8840,426.5,1014.5,6.7,59,837.3,942.3,8.2,78835,1754.3,137.7,9.3
8843,426.6,1014.5,6.7,56,822.4,942.3,8.2,79101,1758.3,137.7,9.3
8848,426.5,1014.5,6.7,58,756.1,942.2,8.2,79380,1762.0,137.7,9.3
8849,426.7,1014.5,6.7,55,706.8,942.2,8.1,79641,1766.2,137.7,9.3
8852,426.4,1014.5,6.7,60,733.3,942.1,8.2,79898,1770.4,137.7,9.3
8848,426.8,1014.5,6.7,58,720.7,941.8,8.2,80192,1773.9,137.7,9.3
8848,426.9,1014.5,6.7,58,709.1,941.7,8.2,80421,1778.8,137.7,9.3
8848,427.1,1014.5,6.7,57,682.2,941.6,8.1,80712,1782.4,137.7,9.3
8849,427.1,1014.4,6.7,52,706.5,941.6,8.1,81008,1785.9,137.7,9.3
8851,427.2,1014.4,6.7,43,697.9,941.8,8.0,81261,1790.4,137.7,9.3
8853,427.3,1014.4,6.7,36,677.9,942.1,8.0,81554,1794.0,137.7,9.3
8855,427.2,1014.4,6.7,32,647.7,942.1,8.1,81847,1797.6,137.8,9.3
8852,427.6,1014.4,6.7,23,682.7,942.1,7.9,82108,1801.9,137.8,9.3
8851,427.6,1014.4,6.7,22,681.8,942.1,7.9,82426,1805.0,137.8,9.3
8850,427.6,1014.4,6.7,20,696.7,942.4,7.9,82725,1808.5,137.8,9.3
8847,427.5,1014.4,6.7,22,705.8,942.4,8.1,82992,1812.7,137.8,9.3
8845,427.7,1014.4,6.7,20,707.6,942.7,8.0,83287,1816.3,137.8,9.3
8846,427.6,1014.4,6.7,18,783.5,942.9,7.9,83609,1819.4,137.8,9.3
8843,427.7,1014.4,6.7,18,765.5,943.1,7.8,83871,1823.7,137.8,9.3
8842,427.5,1014.4,6.7,21,758.8,943.2,7.7,84161,1827.5,137.8,9.3
8839,427.5,1014.4,6.7,21,825.9,943.3,7.7,84476,1830.8,137.9,9.4
8840,427.3,1014.4,6.7,24,808.6,943.1,7.7,84743,1835.0,137.9,9.4
8840,427.4,1014.4,6.7,24,760.5,943.1,7.6,85068,1838.0,137.9,9.4
8835,427.8,1014.4,6.7,21,709.9,942.5,7.7,85361,1841.8,137.9,9.4
8836,427.5,1014.4,6.7,23,671.5,942.8,7.7,85636,1845.9,137.9,9.4
8837,427.5,1014.4,6.7,22,649.8,942.9,7.9,85956,1849.1,137.9,9.4
8835,427.5,1014.4,6.7,23,687.5,943.0,8.0,86266,1852.5,137.9,9.4
8834,427.4,1014.4,6.7,26,725.9,942.9,8.0,86537,1856.8,137.9,9.4
8829,427.5,1014.4,6.7,30,740.4,943.1,8.2,86858,1859.9,137.9,9.4
8829,427.3,1014.4,6.7,38,699.2,943.1,8.2,87139,1864.0,138.0,9.4
8826,427.3,1014.4,6.7,46,705.5,943.2,8.3,87400,1868.5,138.0,9.4
8825,427.3,1014.4,6.7,47,749.0,943.0,8.3,87708,1871.9,138.0,9.4
8822,427.6,1014.4,6.7,44,798.8,943.0,8.4,87999,1875.7,138.0,9.4
8820,427.7,1014.4,6.7,46,785.7,942.8,8.4,88258,1880.3,138.0,9.4
8822,427.8,1014.4,6.7,44,750.8,943.0,8.2,88564,1883.8,138.0,9.4
8821,427.8,1014.4,6.7,49,749.7,943.3,8.2,88853,1887.7,138.0,9.4
8824,427.8,1014.3,6.7,47,762.3,943.4,8.2,89101,1892.4,138.0,9.4
8821,427.9,1014.4,6.7,50,791.5,943.6,8.3,89399,1896.1,138.0,9.4
8820,428.1,1014.3,6.7,50,830.3,943.8,8.4,89686,1900.0,138.0,9.4
8822,428.0,1014.3,6.7,54,805.6,944.3,8.4,89953,1904.4,138.0,9.4
8824,427.9,1014.3,6.7,54,837.9,944.1,8.3,90252,1908.0,138.1,9.4
8824,428.1,1014.3,6.7,53,826.6,943.8,8.4,90532,1912.1,138.1,9.4
8822,428.2,1014.3,6.7,57,821.6,943.8,8.3,90805,1916.4,138.1,9.4
8823,428.2,1014.3,6.7,57,837.9,943.9,8.4,91109,1920.0,138.1,9.5
8823,428.4,1014.3,6.7,59,807.0,943.8,8.5,91391,1924.0,138.1,9.5
8822,428.4,1014.3,6.7,68,774.2,943.7,8.6,91653,1928.5,138.1,9.5
8823,428.4,1014.3,6.7,78,765.8,943.6,8.5,91967,1931.8,138.1,9.5
8825,428.5,1014.3,6.7,80,810.7,943.6,8.6,92234,1936.1,138.1,9.5
8825,428.9,1014.3,6.7,80,822.0,943.5,8.5,92511,1940.1,138.1,9.5
8834,428.7,1014.3,6.7,83,793.8,943.4,8.5,92802,1943.9,138.2,9.5
8832,429.2,1014.3,6.7,83,789.5,943.0,8.7,93083,1947.9,138.2,9.5
8838,429.4,1014.3,6.7,81,801.0,942.8,8.8,93330,1952.6,138.2,9.5
8845,429.0,1014.2,6.7,90,807.1,942.6,8.9,93649,1955.8,138.2,9.5
8845,429.3,1014.2,6.7,100,839.5,942.4,9.1,93917,1959.9,138.2,9.5
8849,429.1,1014.2,6.7,105,912.0,942.6,9.1,94162,1964.5,138.2,9.5
8856,429.0,1014.2,6.7,121,871.2,942.3,9.1,94459,1968.1,138.2,9.5
8861,429.6,1014.2,6.7,122,841.3,942.2,9.0,94736,1972.0,138.3,9.5
8869,429.6,1014.2,6.7,125,855.0,942.1,9.0,94979,1976.7,138.3,9.5
8880,429.7,1014.2,6.7,124,823.3,941.7,9.3,95288,1980.0,138.3,9.5
8892,429.4,1014.1,6.7,130,800.0,941.7,9.3,95557,1984.2,138.3,9.5
8899,429.7,1014.1,6.7,128,833.7,941.4,9.4,95818,1988.5,138.3,9.5
8905,429.6,1014.1,6.7,138,827.5,941.3,9.4,96107,1992.3,138.4,9.5
8915,429.7,1014.1,6.7,136,815.3,941.3,9.4,96390,1996.1,138.4,9.5
8927,429.9,1014.1,6.7,129,804.2,941.4,9.3,96636,2000.8,138.4,9.5
8939,429.8,1014.0,6.7,124,778.8,941.6,9.3,96940,2004.4,138.4,9.5
8944,429.9,1014.0,6.7,121,814.6,941.5,9.4,97218,2008.4,138.4,9.5
8948,430.2,1014.0,6.7,121,811.8,941.4,9.4,97499,2012.4,138.4,9.5
8958,430.2,1014.0,6.7,113,854.5,941.5,9.4,97770,2016.6,138.4,9.5
8964,430.6,1014.0,6.7,112,803.6,941.5,9.4,98072,2020.3,138.5,9.5
8973,430.9,1014.0,6.7,105,771.9,941.3,9.3,98321,2024.9,138.5,9.5
8988,430.8,1014.0,6.7,91,811.2,941.5,9.2,98622,2028.6,138.5,9.5
8996,430.9,1014.0,6.7,88,778.6,941.9,9.2,98912,2032.5,138.5,9.5
9001,431.0,1014.0,6.7,87,789.7,942.2,9.2,99174,2037.0,138.5,9.5
9010,430.7,1014.0,6.7,82,832.9,942.7,9.2,99469,2040.8,138.5,9.5
9016,430.7,1013.9,6.7,81,833.5,942.9,9.2,99778,2044.4,138.5,9.5
9019,430.7,1013.9,6.7,80,854.2,942.6,9.2,100037,2048.9,138.5,9.5
9025,430.3,1013.9,6.7,90,881.7,942.5,9.1,100323,2052.9,138.5,9.5
9026,430.8,1013.9,6.7,95,831.7,942.7,9.2,100628,2056.5,138.5,9.5
9029,431.0,1013.9,6.7,93,858.8,942.5,9.1,100901,2060.6,138.5,9.5
9038,430.8,1013.9,6.7,98,827.9,942.8,9.2,101194,2064.5,138.5,9.5
9040,431.3,1013.9,6.7,95,833.2,942.9,9.1,101533,2067.4,138.5,9.5
9045,430.9,1013.9,6.7,102,856.7,943.1,9.1,101796,2071.9,138.5,9.5
9049,430.9,1013.9,6.7,106,838.5,943.3,9.1,102095,2075.6,138.6,9.5
9053,430.9,1013.9,6.7,114,807.8,943.6,9.2,102436,2078.5,138.6,9.5
9057,430.5,1013.9,6.7,130,803.0,943.3,9.2,102713,2082.7,138.6,9.5
9065,430.2,1013.9,6.7,139,794.3,943.1,9.1,103002,2086.6,138.6,9.5
9070,430.7,1013.9,6.7,140,783.2,943.0,9.1,103306,2090.2,138.6,9.5
9079,430.3,1013.9,6.7,153,758.4,943.0,9.2,103599,2094.1,138.6,9.5
9083,430.3,1013.9,6.7,161,817.4,942.8,9.2,103864,2098.3,138.6,9.5
9088,430.4,1013.9,6.7,171,841.2,942.8,9.2,104170,2101.7,138.6,9.5
9095,430.8,1013.9,6.7,179,798.1,942.9,9.1,104441,2105.8,138.6,9.6
9104,431.2,1013.9,6.7,173,792.6,943.1,9.1,104739,2109.5,138.6,9.6
9122,431.3,1013.8,6.7,156,785.4,943.8,8.9,105072,2112.5,138.6,9.6
9133,431.1,1013.8,6.7,153,781.4,943.9,8.8,105335,2117.0,138.6,9.6
9139,431.1,1013.8,6.7,161,775.1,944.0,8.8,105632,2120.8,138.6,9.6
9143,431.1,1013.8,6.7,166,787.2,944.0,8.7,105978,2123.6,138.6,9.6
9146,431.3,1013.8,6.7,172,775.9,943.9,8.7,106219,2128.6,138.6,9.6
9153,430.9,1013.8,6.7,180,774.1,944.1,8.6,106542,2132.0,138.6,9.6
